Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCU05,OUT017,1394.12
FDF10,OUT035,3261.62
FDR39,OUT018,3950.12
FDG40,OUT013,637.104
FDZ28,OUT019,303.117
FDE02,OUT045,1100.17
FDU60,OUT049,3913.04
FDM21,OUT013,3683.14
FDV52,OUT019,265.876
NCW06,OUT013,2715.07
FDX36,OUT035,4579.24
FDT35,OUT027,5088.91
NCL19,OUT010,334.897
NCD31,OUT046,3277.27
FDE53,OUT019,262.725
FDW58,OUT019,168.847
DRF48,OUT046,2596.69
FDW57,OUT035,2137.55
DRH13,OUT017,1482
FDT33,OUT013,1766.37
DRK47,OUT027,5462.09
FDY22,OUT010,402.909
FDC35,OUT019,633.509
FDO03,OUT013,4187.15
FDF24,OUT045,1262.96
FDF56,OUT018,2755.81
FDD28,OUT013,669.662
FDG53,OUT027,2853.02
FDO27,OUT019,287.759
NCF54,OUT018,2823.06
FDC20,OUT027,1478.08
FDU10,OUT046,692.632
DRA24,OUT018,2125.5
FDA02,OUT010,274.876
FDG10,OUT017,623.588
FDW39,OUT010,438.762
FDP04,OUT019,206.731
NCM55,OUT013,3246.44
FDG47,OUT045,5435.39
NCU41,OUT017,4055.72
NCK31,OUT017,688.171
FDZ46,OUT045,1112.75
FDU13,OUT027,2852.15
NCF19,OUT045,632.443
NCJ43,OUT013,2410.4
NCJ05,OUT045,2940.51
FDS04,OUT027,3580.27
FDX28,OUT010,149.938
FDB41,OUT027,1103.43
FDG53,OUT046,1918.77
FDL15,OUT010,259.063
FDQ08,OUT049,830.652
DRN36,OUT013,2050.2
FDI46,OUT013,5391.52
FDG16,OUT027,6119.03
FDV32,OUT013,1140.65
FDF44,OUT010,178.412
FDK04,OUT018,629.913
NCA41,OUT013,2599.95
FDD51,OUT017,595.358
NCZ53,OUT045,2281.03
FDP01,OUT027,3970.63
FDY25,OUT049,3020.67
FDB17,OUT018,3071.2
NCV54,OUT018,1370.28
FDJ32,OUT017,951.628
FDA37,OUT049,1583.87
FDG35,OUT035,3384.66
NCM05,OUT018,5574.54
FDG45,OUT046,3606.11
FDH28,OUT013,521.787
NCE18,OUT049,4462.06
FDH38,OUT045,1239.52
FDR56,OUT013,2931.25
FDH17,OUT027,2179.1
FDD39,OUT049,4314.52
FDB41,OUT049,957.087
NCR53,OUT046,2965.14
FDX46,OUT017,774.658
FDV28,OUT049,576.183
FDA08,OUT018,2260.79
FDH45,OUT017,690.168
NCS38,OUT010,193.655
FDD40,OUT010,490.495
DRM59,OUT035,2465.46
NCJ43,OUT018,3136.12
NCN29,OUT013,675.254
NCC19,OUT045,3304.37
FDR56,OUT035,3338.92
FDZ43,OUT049,3378.87
FDJ32,OUT010,117.048
DRH03,OUT017,1155.5
NCZ54,OUT035,2808.88
FDE26,OUT017,2731.11
FDS03,OUT045,1230.66
DRZ24,OUT019,412.263
FDO48,OUT027,5692.59
FDW39,OUT049,2064.65
NCK05,OUT049,834.447
NCK30,OUT017,4177.9
FDT27,OUT018,3101.36
FDS08,OUT019,273.244
NCJ19,OUT049,1135.52
FDC58,OUT045,858.083
DRE37,OUT013,3764.9
FDW02,OUT035,2253.93
FDJ02,OUT010,343.486
FDX09,OUT045,1908.65
FDT31,OUT010,424.847
FDI24,OUT049,3517.62
FDY09,OUT045,3705.51
FDV28,OUT045,593.428
DRM47,OUT049,3759.97
FDT52,OUT019,716.933
FDI48,OUT018,630.912
FDY55,OUT017,5968.9
FDU48,OUT013,1535.6
FDN25,OUT045,774.725
FDP20,OUT049,2130.83
FDJ15,OUT013,4162.71
FDD04,OUT018,1555.04
FDY58,OUT045,4287.49
FDR37,OUT018,2660.74
FDF44,OUT013,2295.55
FDD32,OUT045,933.185
FDR57,OUT017,1844.53
DRG39,OUT027,1604.84
FDX15,OUT017,2096.74
DRN37,OUT045,3013.14
FDW40,OUT027,3477.34
FDB32,OUT049,1616.23
FDM40,OUT018,1947.53
FDE39,OUT027,2987.38
DRH49,OUT017,1150.9
FDT46,OUT049,872.664
NCF06,OUT035,3049.16
FDP07,OUT017,2694.43
FDC04,OUT013,3368.68
FDZ32,OUT017,1726.62
FDD50,OUT045,2078.96
FDU56,OUT017,2594.16
FDV34,OUT017,1003.69
NCY41,OUT013,667.132
NCK18,OUT046,3092.64
DRH25,OUT049,1005.03
FDT57,OUT046,3767.63
FDV56,OUT018,1141.45
FDV12,OUT045,1665.17
FDN52,OUT017,1658.91
FDX38,OUT035,597.156
FDE47,OUT018,1635.07
NCO07,OUT013,3037.51
FDV09,OUT027,3088.58
FDZ23,OUT019,868.07
DRH51,OUT018,995.571
NCY54,OUT045,3056.35
DRG49,OUT013,4746.16
NCC19,OUT049,3672.75
NCV53,OUT045,5064.81
FDZ47,OUT019,174.972
NCO26,OUT018,1625.28
NCP02,OUT045,974.265
NCW30,OUT018,3395.18
NCN55,OUT046,4798.02
FDB20,OUT010,174.44
DRL11,OUT013,2597.09
DRD60,OUT045,2282.1
FDW14,OUT010,185.159
FDL27,OUT010,115.783
FDU09,OUT018,731.315
DRH36,OUT027,2388.62
FDP34,OUT027,3422.21
FDE04,OUT017,3377.07
FDZ57,OUT027,2370.11
FDF02,OUT010,203.402
FDG28,OUT045,4929.12
NCI31,OUT046,553.48
FDT43,OUT013,767.135
FDU20,OUT046,2260.72
FDD53,OUT013,773.66
FDW15,OUT045,2428.37
NCT53,OUT045,2414.79
NCG55,OUT027,3279
FDD48,OUT035,1832.88
FDG47,OUT049,4330.5
FDI21,OUT017,1500.45
FDT27,OUT017,3437.73
DRO35,OUT013,2209.86
FDD33,OUT017,4724.92
FDC04,OUT035,3938.27
FDY34,OUT013,2087.42
DRJ49,OUT049,2000
FDE05,OUT049,2596.95
FDU31,OUT017,3535.93
NCN19,OUT027,4251
FDK56,OUT027,6837.5
FDK58,OUT017,2307.8
NCJ42,OUT035,1775.95
FDZ34,OUT027,6517.58
FDA52,OUT018,2844.96
NCR29,OUT013,574.452
FDT48,OUT035,3173.07
DRJ51,OUT019,669.129
NCS54,OUT046,2178.36
FDV01,OUT035,3031.59
DRG51,OUT027,5041.77
NCG42,OUT013,2564.13
FDA51,OUT049,1676.82
FDV19,OUT010,517.659
NCT18,OUT045,3334.39
NCS41,OUT045,3433.8
FDO03,OUT046,3559.03
FDL12,OUT010,174.373
FDY37,OUT010,319.617
FDI58,OUT049,1778.48
FDT28,OUT018,2262.92
NCC42,OUT010,368.72
FDO01,OUT017,2497.55
FDJ02,OUT013,2157.33
FDQ04,OUT018,502.679
DRL47,OUT013,1925.16
FDZ32,OUT035,1811.58
FDC35,OUT035,4005.52
FDX14,OUT045,1169.34
FDZ35,OUT013,1716.5
FDL14,OUT013,1944.47
FDO04,OUT049,793.434
DRK11,OUT017,2694.29
FDB44,OUT018,4275.63
FDZ50,OUT049,3793.4
FDI12,OUT027,2581.17
FDU43,OUT017,4693.49
FDD58,OUT010,158.494
FDB27,OUT017,2448.08
FDB04,OUT018,1105.36
NCO17,OUT013,2454.8
FDL12,OUT017,806.883
DRJ13,OUT049,4054.86
FDD57,OUT045,1242.98
FDW19,OUT035,1689.27
DRD27,OUT018,1374.74
FDH27,OUT027,3576.01
NCW30,OUT027,10379.5
FDR40,OUT018,1001.36
FDG05,OUT013,2263.79
NCY41,OUT019,71.0187
FDI38,OUT018,3311.49
FDR20,OUT046,561.269
FDE09,OUT017,1572.95
FDN50,OUT019,215.497
DRF27,OUT045,3344.98
DRF51,OUT013,501.148
NCO02,OUT019,224.241
FDB51,OUT027,1526.81
FDJ50,OUT013,909.15
FDN52,OUT013,1119.48
FDX14,OUT013,1057.82
FDT27,OUT019,667.331
FDV10,OUT013,780.65
FDU33,OUT046,567.794
FDU58,OUT046,3979.02
NCP42,OUT027,5653.84
FDL51,OUT027,5434.79
DRH15,OUT027,777.654
FDU16,OUT017,1441.26
FDW15,OUT017,2007.99
FDQ44,OUT045,1960.91
NCI06,OUT027,2790.5
DRK23,OUT019,504.743
FDC28,OUT035,1273.74
NCY17,OUT019,70.4816
NCV05,OUT018,2229.16
FDM34,OUT019,312.793
DRD60,OUT027,5664.43
FDT38,OUT046,1543.52
FDQ57,OUT018,2562.2
FDE59,OUT027,679.515
NCM43,OUT046,2466.46
DRI51,OUT049,2313.52
NCG30,OUT017,1598.59
NCK54,OUT035,2698.35
FDQ16,OUT019,294.217
FDI36,OUT013,3055.76
FDX16,OUT027,3928.22
FDA34,OUT046,2755.95
FDJ48,OUT018,2326.11
FDU47,OUT035,2717.73
FDS39,OUT046,1629.08
FDD11,OUT046,2319.11
FDM16,OUT027,2276.44
FDU56,OUT018,3803.58
FDQ32,OUT017,2374.84
DRK35,OUT013,884.249
FDA58,OUT049,2959.68
DRG48,OUT019,289.601
FDT59,OUT010,512.733
FDQ31,OUT019,253.936
FDS51,OUT018,1061.09
FDW32,OUT027,2182.49
FDI15,OUT027,3271.14
NCV30,OUT017,690.102
DRG25,OUT049,3504.04
FDT02,OUT013,504.344
FDO33,OUT027,3530.14
FDP38,OUT035,645.893
FDZ45,OUT035,3219.94
NCA54,OUT027,4645.09
FDU33,OUT017,861.545
FDN58,OUT017,4271.84
FDI05,OUT045,1402.51
FDM57,OUT019,195.346
NCS42,OUT027,1924.89
FDB57,OUT045,5627.87
FDC03,OUT045,3372.61
FDZ58,OUT013,2681.71
NCK29,OUT045,2629.11
NCR53,OUT045,4962.34
FDE26,OUT027,4014.37
FDU52,OUT049,2028.83
FDE41,OUT027,2823.26
FDU38,OUT018,2530.64
FDA52,OUT017,2577.38
FDW46,OUT046,1211.96
DRI59,OUT035,4301.27
FDT38,OUT035,1514.56
FDL33,OUT018,3591.52
FDQ01,OUT027,6834.3
FDJ08,OUT046,3070
FDQ47,OUT049,668.796
NCZ18,OUT013,5308.49
FDE29,OUT017,969.937
FDF10,OUT027,3117.68
FDC48,OUT049,1376.21
FDY58,OUT013,5116.34
NCX30,OUT010,990.577
FDV11,OUT013,3115.61
FDT46,OUT046,850.093
DRD01,OUT019,174.839
FDQ11,OUT013,4266.25
NCM41,OUT017,1364.16
NCC55,OUT013,716.601
FDG45,OUT027,5710.7
NCQ54,OUT049,3172
FDM34,OUT045,1598.72
FDD17,OUT019,587.369
FDN38,OUT027,6547.68
FDB53,OUT018,1977.96
NCL06,OUT035,4875.25
NCV18,OUT019,236.825
FDX25,OUT013,3014.21
FDB39,OUT046,836.977
FDC33,OUT049,2590.83
NCO14,OUT018,590.631
FDA58,OUT027,5708.9
NCQ02,OUT017,3138.98
NCR53,OUT017,4045.27
FDN52,OUT046,1325.34
FDG26,OUT046,3480.47
FDE23,OUT027,1479.14
DRI37,OUT013,515.662
DRH37,OUT018,2921.86
FDO01,OUT035,2347.08
FDK45,OUT049,2885.91
FDP23,OUT049,4321.37
FDM33,OUT035,4107.85
FDD36,OUT017,2257.59
FDL56,OUT017,1016.94
FDT27,OUT010,522.786
FDG52,OUT017,618.994
NCL42,OUT035,4883.78
DRJ24,OUT046,2908.75
FDV38,OUT046,1025.93
FDT35,OUT045,4407.73
FDY51,OUT045,3649.32
FDC37,OUT017,1963.78
NCP43,OUT013,2492.36
FDO33,OUT045,1865.24
FDW04,OUT018,1754.52
NCC31,OUT046,1793.93
FDK22,OUT049,3958.85
FDJ50,OUT017,861.678
FDV13,OUT017,1536.53
DRL60,OUT017,2227.1
FDW03,OUT017,1964.47
FDY27,OUT035,3778.68
FDB39,OUT027,1551.11
FDU59,OUT045,2572.65
FDZ57,OUT049,2120.77
FDO21,OUT049,3960.38
FDS43,OUT018,2642.43
FDU28,OUT010,438.496
FDC51,OUT010,157.668
FDW16,OUT010,331.801
FDP32,OUT010,124.987
FDB60,OUT019,443.822
NCQ30,OUT046,1778.68
FDD26,OUT049,4793.56
FDI44,OUT045,1368.55
DRH23,OUT046,1167.08
FDO44,OUT046,1490.33
FDG04,OUT046,2712.54
FDM32,OUT027,3549.45
FDM09,OUT013,2034.88
FDZ47,OUT013,1444.32
FDM40,OUT027,3675.68
FDY48,OUT017,1499.85
NCM30,OUT045,583.041
FDX36,OUT010,580.178
DRF03,OUT017,641.72
FDN51,OUT049,4702.28
FDM57,OUT049,1177.2
FDB35,OUT049,1543.52
FDY13,OUT027,3070.4
FDA37,OUT017,1916.64
NCX53,OUT017,2841.04
FDD59,OUT018,1052.03
FDX10,OUT019,97.5563
FDC03,OUT018,2441.09
FDW43,OUT035,5030.45
FDW10,OUT046,2912.88
FDY14,OUT027,5739.2
FDV43,OUT045,662.538
FDO40,OUT013,2258.39
FDP46,OUT027,3231.19
NCE43,OUT019,289.095
FDD05,OUT035,2209.46
FDJ60,OUT010,534.404
DRE27,OUT018,1042.91
FDO11,OUT035,4783.37
DRG11,OUT027,2445.02
FDK33,OUT010,593.095
DRM23,OUT045,2368.18
FDJ02,OUT027,3891.27
NCZ05,OUT045,1631.28
NCL30,OUT013,1653.18
FDZ19,OUT018,3098.77
FDM45,OUT049,2329.9
FDO36,OUT046,2465.72
NCK31,OUT045,660.407
DRJ37,OUT045,2054.66
FDP24,OUT018,1706.71
FDF46,OUT013,1475.15
FDX46,OUT019,179.766
NCL18,OUT045,2965.81
FDJ26,OUT013,1859.18
FDJ07,OUT045,1460.96
FDY15,OUT013,2039.74
DRG01,OUT045,1205.43
FDF58,OUT045,1209.83
FDZ14,OUT019,259.928
FDP31,OUT049,703.351
FDH45,OUT013,540.763
FDA09,OUT010,190.752
FDW31,OUT035,2720.46
FDA57,OUT046,643.229
NCE55,OUT035,3703.38
FDC17,OUT019,365.924
FDC59,OUT013,727.32
FDA22,OUT013,3318.35
FDK52,OUT035,3820.49
NCM26,OUT046,2012.25
NCT53,OUT035,2434.1
FDW45,OUT018,2028.43
NCI18,OUT035,4280.69
FDE38,OUT018,2556.87
FDF08,OUT019,287.759
FDY58,OUT010,752.953
FDF58,OUT019,136.955
FDX39,OUT017,4377.44
FDB44,OUT049,3666.16
FDF28,OUT013,2312.39
FDE39,OUT013,1385.6
FDT37,OUT018,2371.91
FDZ45,OUT017,3124.4
FDO40,OUT035,2508.2
FDM57,OUT027,2117.44
DRG36,OUT017,3009.55
FDY36,OUT010,121.841
DRL60,OUT027,3698.85
FDS25,OUT019,247.544
DRF49,OUT027,2729.91
FDP16,OUT045,4670.99
FDS60,OUT049,2320.11
FDU15,OUT027,1281.6
FDK43,OUT046,2856.28
FDN25,OUT046,569.326
FDE53,OUT049,1179.86
FDB22,OUT013,2640.63
FDE39,OUT017,1978.03
FDX35,OUT035,3776.22
NCG54,OUT049,2506.74
FDH27,OUT035,2420.18
NCK42,OUT013,3234.19
FDS25,OUT049,2223.11
FDI10,OUT018,2927.72
FDU35,OUT035,2244.21
FDI04,OUT017,2858.88
DRK23,OUT035,5696.32
FDB53,OUT019,250.674
FDY02,OUT049,3511.56
FDM60,OUT035,800.025
NCJ31,OUT010,722.659
DRP35,OUT017,1836.61
NCQ30,OUT018,1671.82
DRL11,OUT010,300.609
FDU01,OUT013,3235.65
FDR39,OUT035,3722.69
FDO08,OUT046,2372.84
FDC02,OUT045,4254.2
NCZ29,OUT035,1664.3
FDF29,OUT010,296.348
FDZ23,OUT017,3292.25
NCU53,OUT018,2356.2
NCW30,OUT013,4334.82
NCM26,OUT027,4399.74
FDV50,OUT027,2995.9
FDW15,OUT049,2186.95
FDI35,OUT027,5424.87
FDO11,OUT017,5787.53
FDN48,OUT046,1730.21
NCA17,OUT049,2718.46
NCN54,OUT013,962.081
FDP22,OUT013,635.573
NCB54,OUT035,1727.75
FDD08,OUT045,563.866
DRM48,OUT010,133.892
FDG41,OUT027,3163.35
FDE44,OUT027,1880.15
FDE26,OUT035,1939.28
NCS38,OUT013,2493.22
NCJ54,OUT018,4097.47
FDI40,OUT019,278.77
FDN45,OUT018,3834.74
FDU43,OUT046,5233.85
FDI04,OUT010,503.012
NCC07,OUT018,1239.65
NCC07,OUT019,103.377
NCD18,OUT045,4959.14
FDU55,OUT035,5020.13
FDX59,OUT035,506.674
FDR52,OUT049,2803.08
NCP17,OUT013,915.209
FDQ32,OUT045,2006.79
NCT17,OUT049,3041.31
FDO10,OUT049,741.302
FDE32,OUT049,590.431
FDN44,OUT045,2929.59
FDH02,OUT035,1655.51
FDK60,OUT013,1691.66
FDS24,OUT019,323.446
FDL03,OUT010,430.04
FDB46,OUT027,6166.17
FDO48,OUT049,3910.58
FDZ39,OUT049,1727.02
FDT02,OUT027,914.01
FDC50,OUT013,1947.73
FDP39,OUT035,758.28
DRG15,OUT018,1197.04
FDP10,OUT018,1328.8
FDF53,OUT027,5943.13
FDN34,OUT045,2324.57
FDK02,OUT045,2138.08
FDC23,OUT045,2796.49
FDJ10,OUT019,326.309
FDE53,OUT035,1000.5
FDR25,OUT035,5717.56
FDW50,OUT046,2332.76
FDS09,OUT049,1007.69
FDW49,OUT010,529.178
FDU51,OUT046,2283.29
FDF28,OUT018,1264.49
NCY30,OUT018,2389.22
FDD44,OUT045,3523.68
FDX09,OUT017,2283.16
NCF30,OUT013,2299.21
FDZ50,OUT019,844.035
FDW37,OUT013,1290.25
FDD11,OUT049,3981.95
DRH39,OUT018,789.839
FDA36,OUT049,2980.92
NCG43,OUT049,1020.21
FDF02,OUT035,1558.9
FDP57,OUT027,2545.15
NCE42,OUT017,4379.97
NCR38,OUT027,6295.01
FDP03,OUT019,289.867
FDO51,OUT035,774.192
NCQ42,OUT046,1790.67
NCM41,OUT046,1459.1
FDH48,OUT027,2371.18
DRF60,OUT046,4643.29
FDJ27,OUT035,1176.14
FDQ14,OUT013,2789.77
FDN27,OUT017,2349.21
NCQ02,OUT046,2904.22
FDJ33,OUT049,1815.7
FDP07,OUT027,6527.37
DRE01,OUT049,3757.31
FDU36,OUT045,1266.95
FDL28,OUT017,3770.82
NCX53,OUT046,3009.48
FDZ39,OUT013,1523.95
NCP42,OUT013,2956.62
FDJ14,OUT035,1272.54
FDK04,OUT049,854.754
NCC19,OUT017,2923.66
FDS09,OUT018,1001.23
FDZ02,OUT046,1426.81
FDD35,OUT018,1824.03
NCY42,OUT017,2628.84
FDB05,OUT045,3911.11
FDF20,OUT035,2629.38
NCO41,OUT018,1367.89
FDC40,OUT027,1634.87
FDV58,OUT045,2968.34
FDZ57,OUT045,1846.93
DRM35,OUT046,2395.68
DRN36,OUT018,1674.95
FDQ13,OUT046,1104.23
DRO35,OUT010,205.316
NCD43,OUT035,1642.06
FDA51,OUT018,1020.14
NCX17,OUT027,6428.23
NCZ17,OUT049,764.538
FDR11,OUT027,3529.34
FDW34,OUT049,4546.35
FDN50,OUT017,1064.88
FDS09,OUT046,865.34
FDS48,OUT018,2177.96
FDL44,OUT049,3281.86
DRF48,OUT018,1806.05
FDA14,OUT018,1848.66
NCD30,OUT049,1783.61
FDI16,OUT017,760.676
NCG06,OUT035,3568.02
DRZ24,OUT035,2750.69
NCS17,OUT045,1717.43
FDB37,OUT045,4177.1
FDE10,OUT035,2071.7
FDC57,OUT045,2754.68
FDM12,OUT018,2802.02
FDE24,OUT049,2546.09
FDW22,OUT045,2823.19
DRD01,OUT027,1551.05
NCZ18,OUT027,6695.82
FDN49,OUT045,600.086
FDR22,OUT035,3164.81
FDV08,OUT019,110.19
FDY39,OUT046,4911.07
FDV36,OUT049,3232.86
FDO60,OUT045,617.463
FDU04,OUT027,3339.85
FDR20,OUT027,1615.5
FDW19,OUT019,277.386
FDU40,OUT049,2338.36
FDK15,OUT045,1524.42
DRF15,OUT035,2397.55
FDQ25,OUT017,2759.61
FDI48,OUT019,180.165
FDS49,OUT046,1521.29
FDV22,OUT046,2841.1
NCV42,OUT046,1954.19
FDX26,OUT046,3082.05
FDI33,OUT018,1761.71
FDZ14,OUT049,1812.77
FDG10,OUT013,430.373
FDM38,OUT018,966.475
FDG26,OUT027,6679.9
FDH46,OUT035,1889.27
FDN13,OUT018,1225.6
FDU57,OUT035,2998.9
NCI06,OUT046,2457.93
FDM38,OUT045,974.465
NCG42,OUT010,311.511
FDL39,OUT045,1908.45
FDT31,OUT019,556.542
FDV59,OUT013,3977.56
FDB49,OUT035,1559.37
FDD58,OUT049,1558.17
DRN59,OUT046,715.535
FDX48,OUT049,2265.65
FDQ11,OUT049,3894.73
FDY12,OUT049,996.237
FDQ11,OUT045,4231.03
DRI11,OUT017,1843.6
FDY32,OUT027,2528.71
FDS51,OUT045,779.385
FDR19,OUT010,232.22
DRB13,OUT018,3190.71
FDS21,OUT035,1069.87
FDQ40,OUT045,2466.12
NCE55,OUT013,3026.46
FDX43,OUT027,4398.54
FDS12,OUT049,2325.04
DRK01,OUT027,2266.65
FDN25,OUT017,947.567
FDB60,OUT046,3579.54
FDQ13,OUT017,1418.69
DRK13,OUT045,3464.09
DRF25,OUT018,552.481
NCD42,OUT019,75.8513
FDW25,OUT045,1583.94
NCV29,OUT027,4402.87
NCK42,OUT035,3348.37
DRJ13,OUT027,3168.08
DRD15,OUT017,3502.11
FDM27,OUT045,2246.88
FDZ50,OUT018,2717.2
FDC04,OUT046,3899.72
FDF50,OUT049,3189.85
FDP15,OUT045,5576.94
FDK46,OUT035,3972.5
FDZ56,OUT018,2388.76
FDY60,OUT049,2299.41
FDB10,OUT035,3378.47
FDR57,OUT045,2006.72
FDU58,OUT049,2887.97
FDH02,OUT046,1617.1
FDP48,OUT013,3804.91
FDI46,OUT035,5891
FDW56,OUT013,4791.5
NCM19,OUT010,228.103
FDS50,OUT027,6234.88
FDK24,OUT013,658.276
FDO36,OUT017,4398.21
FDK45,OUT027,3211.02
NCL05,OUT045,960.883
FDL32,OUT018,1334.46
FDA28,OUT049,2474.18
FDY36,OUT018,1079.13
FDP32,OUT018,1906.65
FDL50,OUT046,2007.65
DRC24,OUT049,2270.11
NCS18,OUT017,2125.43
FDD16,OUT017,1865.31
NCV18,OUT013,1914.11
FDX07,OUT046,3555.11
NCZ05,OUT027,2993.64
NCI31,OUT013,489.962
FDK14,OUT049,958.819
NCR06,OUT045,805.019
NCF54,OUT049,3154.36
DRG23,OUT010,420.286
FDD53,OUT046,603.015
NCM31,OUT027,3914.17
FDT16,OUT017,5046.16
FDR40,OUT035,1398.58
DRG25,OUT017,4308.19
FDT10,OUT035,826.524
FDY32,OUT013,3979.55
FDN50,OUT035,1183.79
FDZ35,OUT019,230.034
NCP54,OUT045,2086.35
NCD07,OUT035,1376.14
FDS02,OUT018,3593.26
DRN59,OUT018,633.908
DRB24,OUT013,2742.9
FDP37,OUT027,3886.41
DRB01,OUT018,3251.37
FDR47,OUT046,2313.59
NCM31,OUT010,364.326
NCF06,OUT027,7409.95
NCV17,OUT027,3498.91
FDS10,OUT049,2796.29
FDN52,OUT035,1313.96
FDZ48,OUT013,1791.47
FDJ48,OUT049,2768.2
DRB13,OUT027,4228.1
FDV59,OUT017,3577.21
FDL32,OUT035,1728.08
FDZ12,OUT035,3039.71
NCR06,OUT027,818.335
FDP51,OUT017,2072.64
FDY22,OUT013,1428.74
FDZ38,OUT049,4279.36
NCO54,OUT035,1193.65
FDR23,OUT035,2485.56
FDM38,OUT049,838.775
FDS25,OUT013,2141.55
FDZ22,OUT013,1076.4
FDZ20,OUT019,436.565
FDD45,OUT010,135.357
FDN03,OUT049,3906.32
NCW30,OUT046,4075.1
FDY24,OUT027,1864.31
FDJ26,OUT019,395.685
FDM15,OUT049,2771.33
NCW54,OUT027,1875.82
FDA23,OUT045,1844.07
FDA39,OUT019,47.1131
FDZ12,OUT017,2597.55
NCB42,OUT046,2136.42
FDL16,OUT046,851.558
FDO24,OUT019,506.674
NCP42,OUT046,2138.02
FDR19,OUT018,2296.21
DRL01,OUT045,3431.53
FDV37,OUT046,1997.8
FDI41,OUT010,337.96
FDF58,OUT049,1009.62
NCF43,OUT018,1601.38
FDN02,OUT049,3590.93
NCP41,OUT035,1424.15
NCY17,OUT027,1061.95
FDL58,OUT027,3739.6
NCA30,OUT027,6807.54
FDE46,OUT018,2313.92
FDY38,OUT035,4618.26
NCH29,OUT027,2263.05
FDO20,OUT045,4133.55
FDP44,OUT018,1341.45
FDM02,OUT027,2256.73
FDJ14,OUT027,2244.21
FDH04,OUT010,207.996
DRK23,OUT046,3942.33
NCW05,OUT046,2500.08
FDF12,OUT049,2736.7
FDL51,OUT019,411.664
FDN03,OUT018,4565.32
DRJ37,OUT049,3045.5
FDM12,OUT019,359.931
FDA16,OUT045,2663.67
NCB07,OUT017,3844
NCI17,OUT019,174.639
FDR51,OUT046,2021.04
FDJ55,OUT045,4138.75
NCZ17,OUT013,557.008
FDU25,OUT013,862.81
NCG18,OUT045,1254.43
DRM11,OUT017,4832.78
FDH16,OUT035,1749.72
FDZ04,OUT018,685.774
NCX53,OUT035,2337.96
FDX38,OUT027,1058.36
FDX09,OUT046,2720.59
NCW05,OUT018,1188.65
NCS41,OUT017,4187.35
FDI26,OUT046,4051.73
NCZ41,OUT027,5433.73
NCK06,OUT046,2419.72
FDX23,OUT027,2520.85
NCA42,OUT046,2465.86
FDC20,OUT049,677.651
DRC49,OUT018,2187.29
FDX01,OUT013,2012.58
FDC08,OUT045,3703.71
FDC02,OUT017,5115.87
FDK10,OUT045,3542.99
DRC24,OUT013,3298.57
FDW16,OUT019,194.214
NCU06,OUT018,3252.57
DRA59,OUT045,2923.53
FDR24,OUT019,397.882
DRL35,OUT018,449.348
FDA49,OUT013,940.909
NCC55,OUT046,810.545
DRD24,OUT019,253.936
NCE55,OUT049,3959.98
FDT33,OUT045,2927.86
NCT53,OUT013,2343.42
FDS26,OUT046,3903.92
FDL22,OUT018,1352.84
FDP44,OUT017,1910.58
FDC52,OUT018,2049
FDI53,OUT010,484.503
FDZ23,OUT046,3139.78
NCT18,OUT013,3892.47
FDR13,OUT046,2369.18
FDB09,OUT010,323.446
FDZ60,OUT013,1401.38
FDB11,OUT046,4194.34
FDC10,OUT018,1868.83
FDW56,OUT035,3292.18
FDK14,OUT027,2675.85
DRE27,OUT027,2839.24
FDA38,OUT017,3206.23
FDT11,OUT045,3062.95
FDP15,OUT035,4511.79
FDV27,OUT035,1521.22
FDS36,OUT027,2192.35
FDY40,OUT027,1793.73
NCF19,OUT049,923.664
FDF53,OUT045,3732.94
FDS14,OUT027,3323.27
FDE56,OUT046,1097.64
FDZ19,OUT035,3246.17
FDZ46,OUT013,1607.24
FDR16,OUT046,3734.27
FDG29,OUT018,432.57
NCE30,OUT017,2338.09
FDZ40,OUT046,839.041
FDG58,OUT018,2119.64
DRH03,OUT013,1458.5
FDZ47,OUT045,1146.71
FDV04,OUT018,2376.64
FDZ10,OUT018,1624.55
FDG46,OUT017,2275.44
NCF07,OUT045,1679.48
FDY44,OUT035,2288.49
FDB21,OUT013,3933.01
FDS20,OUT035,4408.79
FDS49,OUT049,1495.52
FDX55,OUT027,4981.98
NCQ02,OUT018,2717.13
FDR25,OUT013,5233.99
DRG39,OUT045,1013.31
FDB46,OUT046,2998.7
NCC30,OUT018,2413.26
FDE58,OUT035,2364.66
FDC05,OUT019,331.702
FDY15,OUT046,2120.17
FDG14,OUT046,2905.55
FDL08,OUT049,4099.4
FDQ47,OUT013,633.509
FDN12,OUT035,1389.59
FDW10,OUT013,2455.6
FDD02,OUT035,1909.11
FDX35,OUT010,705.815
FDT35,OUT046,3395.98
DRN47,OUT019,449.925
FDB11,OUT010,692.965
FDN20,OUT045,2870.4
FDB59,OUT035,2729.58
FDJ58,OUT045,2986.65
FDU60,OUT046,3290.65
FDS03,OUT049,1171.54
FDU40,OUT019,515.496
DRH15,OUT049,871.332
FDD04,OUT027,3825.82
FDQ01,OUT046,3360.96
FDF28,OUT035,2423.51
FDD22,OUT010,201.471
FDY19,OUT046,2059.65
FDN33,OUT035,1288.26
FDV36,OUT035,3124.07
FDW01,OUT010,288.957
FDJ28,OUT049,3588.99
FDB17,OUT035,3286.99
FDM40,OUT049,2238.89
